,public transport,cycling infrastructure,sidewalks,residential,public safety,commercial,educational,recreational,healthcare,percentage,coordinates
گلشور,1,0,40,39,1,4,1,7,0,77.78,"[(36.2935832, 59.6502015), (36.2939896, 59.6608522), (36.2947462, 59.6569231), (36.2935832, 59.6502015), (36.2935832, 59.6502015), (36.2958012, 59.6508774), (36.2978397, 59.6514192), (36.2983845, 59.6514755), (36.2987023, 59.6514299), (36.2990805, 59.6512623), (36.2935832, 59.6502015), (36.3017221, 59.6487345), (36.3015794, 59.6488658), (36.2990805, 59.6512623), (36.3017221, 59.6487345), (36.2975392, 59.6419819), (36.3001187, 59.6461715), (36.3017221, 59.6487345), (36.3008439, 59.6472926), (36.2975392, 59.6419819), (36.2975392, 59.6419819), (36.2958206, 59.6436247), (36.293476, 59.6458698), (36.294089, 59.645285), (36.2975392, 59.6419819), (36.293476, 59.6458698), (36.2915236, 59.6477341), (36.2910321, 59.6483637), (36.2908283, 59.6487086), (36.2900147, 59.6502771), (36.2894731, 59.6524839), (36.2880812, 59.6590606), (36.293476, 59.6458698), (36.2880812, 59.6590606), (36.2916513, 59.660165), (36.2939896, 59.6608522), (36.2880812, 59.6590606)]"
امیریه,1,0,79,154,0,0,1,34,1,66.67,"[(36.3711138, 59.500207), (36.3722688, 59.5018752), (36.3733659, 59.503398), (36.3741481, 59.5042625), (36.3711138, 59.500207), (36.3741481, 59.5042625), (36.380253, 59.5148767), (36.3783402, 59.5097732), (36.3779322, 59.5087333), (36.3766176, 59.506815), (36.3759099, 59.5059486), (36.3741481, 59.5042625), (36.380253, 59.5148767), (36.3827071, 59.5190836), (36.3835242, 59.5199128), (36.380253, 59.5148767), (36.3948069, 59.4980271), (36.3835242, 59.5199128), (36.3842327, 59.5197642), (36.3864355, 59.5174974), (36.3872837, 59.5164697), (36.3879012, 59.5151815), (36.3886988, 59.5132991), (36.3907026, 59.5084445), (36.3941515, 59.4998128), (36.3948069, 59.4980271), (36.3904709, 59.4694998), (36.3948069, 59.4980271), (36.4020205, 59.4813196), (36.3996068, 59.4777977), (36.3982564, 59.4764882), (36.3904709, 59.4694998), (36.3904709, 59.4694998), (36.3894539, 59.4709924), (36.3830884, 59.4810078), (36.3713049, 59.4995981), (36.3711138, 59.500207), (36.3904709, 59.4694998)]"
الهیه,0,0,131,228,0,3,0,69,4,55.56,"[(36.3881988, 59.4484914), (36.3809188, 59.4608795), (36.3845438, 59.4560391), (36.3881988, 59.4484914), (36.3809188, 59.4608795), (36.3808297, 59.4609985), (36.3781433, 59.4656722), (36.3769847, 59.4677563), (36.3653953, 59.4914132), (36.3690793, 59.4855541), (36.3696884, 59.4844705), (36.37458, 59.4749245), (36.3748262, 59.4744042), (36.3809188, 59.4608795), (36.3653953, 59.4914132), (36.3675501, 59.4950656), (36.3688072, 59.4969599), (36.3711138, 59.500207), (36.3653953, 59.4914132), (36.3904709, 59.4694998), (36.3894539, 59.4709924), (36.3830884, 59.4810078), (36.3713049, 59.4995981), (36.3711138, 59.500207), (36.3904709, 59.4694998), (36.3881988, 59.4484914), (36.3882886, 59.4500814), (36.3904709, 59.4694998), (36.393794, 59.4608132), (36.3881988, 59.4484914)]"
چهارچشمه,7,0,61,200,0,2,0,18,1,66.67,"[(36.2832081, 59.4943888), (36.2906149, 59.5042491), (36.2910105, 59.504634), (36.2912862, 59.5048391), (36.2996491, 59.5099354), (36.3047343, 59.51269), (36.2868357, 59.4963903), (36.2832081, 59.4943888), (36.3108771, 59.5044744), (36.3069617, 59.5085715), (36.306464, 59.5093413), (36.3047343, 59.51269), (36.3105442, 59.504921), (36.3108771, 59.5044744), (36.2865753, 59.4869501), (36.3086325, 59.5029469), (36.3108771, 59.5044744), (36.3019339, 59.4950424), (36.3016886, 59.494797), (36.3014368, 59.4946106), (36.3010228, 59.4943719), (36.2865753, 59.4869501), (36.2865753, 59.4869501), (36.2832081, 59.4943888), (36.2845131, 59.492149), (36.2865753, 59.4869501)]"
نه دره,14,0,19,130,0,3,3,28,1,77.78,"[(36.3162101, 59.477934), (36.3155876, 59.4799389), (36.3151317, 59.4820579), (36.3148075, 59.4845617), (36.3142952, 59.4897383), (36.3145027, 59.489057), (36.314641, 59.4881773), (36.3162101, 59.477934), (36.3082125, 59.4650515), (36.3097175, 59.4687983), (36.3162101, 59.477934), (36.3165699, 59.4768758), (36.3173836, 59.4741963), (36.3082125, 59.4650515), (36.3064071, 59.4646318), (36.3005711, 59.4653322), (36.2987492, 59.4658121), (36.2970891, 59.466332), (36.2951224, 59.4677318), (36.2934305, 59.4692116), (36.2920832, 59.471573), (36.3082125, 59.4650515), (36.3064071, 59.4646318), (36.2920832, 59.471573), (36.3087903, 59.4865961), (36.3142952, 59.4897383), (36.31097, 59.4867651), (36.2920832, 59.471573)]"
سرافرازان,6,0,159,285,0,1,0,7,2,66.67,"[(36.2778697, 59.5016722), (36.2931659, 59.5249477), (36.2884767, 59.5121307), (36.2842305, 59.5065343), (36.2823451, 59.5047533), (36.2778697, 59.5016722), (36.2993095, 59.52369), (36.2931659, 59.5249477), (36.2950165, 59.5281073), (36.2955785, 59.5288604), (36.295986, 59.5293197), (36.2993095, 59.52369), (36.3047343, 59.51269), (36.3013254, 59.5193942), (36.2993095, 59.52369), (36.2997453, 59.5229092), (36.3047343, 59.51269), (36.2832081, 59.4943888), (36.2906149, 59.5042491), (36.2910105, 59.504634), (36.2912862, 59.5048391), (36.2996491, 59.5099354), (36.3047343, 59.51269), (36.2868357, 59.4963903), (36.2832081, 59.4943888), (36.2832081, 59.4943888), (36.2815187, 59.4966298), (36.2778697, 59.5016722), (36.2797388, 59.4992125), (36.2832081, 59.4943888)]"
رضاشهر,2,0,139,203,0,7,5,26,4,77.78,"[(36.3017103, 59.5374982), (36.3013071, 59.5376909), (36.3005202, 59.5384231), (36.2859054, 59.5563767), (36.2868909, 59.5557676), (36.2874379, 59.5551896), (36.2890042, 59.5533362), (36.3017103, 59.5374982), (36.2831472, 59.5441094), (36.2833289, 59.5449945), (36.2859054, 59.5563767), (36.2859018, 59.5555598), (36.2831472, 59.5441094), (36.2931659, 59.5249477), (36.2860207, 59.530127), (36.285451, 59.5313113), (36.2831472, 59.5441094), (36.2852769, 59.5401478), (36.2931659, 59.5249477), (36.2993095, 59.52369), (36.2931659, 59.5249477), (36.2950165, 59.5281073), (36.2955785, 59.5288604), (36.295986, 59.5293197), (36.2993095, 59.52369), (36.2993095, 59.52369), (36.3007386, 59.5346546), (36.3017103, 59.5374982), (36.2993095, 59.52369)]"
بهارستان,0,0,30,48,0,2,3,33,1,66.67,"[(36.2831472, 59.5441094), (36.2833289, 59.5449945), (36.2859054, 59.5563767), (36.2859018, 59.5555598), (36.2831472, 59.5441094), (36.27532, 59.5376936), (36.2727759, 59.5384071), (36.2831472, 59.5441094), (36.2820251, 59.5425752), (36.2817796, 59.5423204), (36.2813927, 59.5420119), (36.27532, 59.5376936), (36.2727759, 59.5384071), (36.2766051, 59.5549093), (36.2765914, 59.5528118), (36.2765714, 59.5523316), (36.2764411, 59.551192), (36.2762649, 59.5501497), (36.2759254, 59.5483607), (36.2755653, 59.5468667), (36.2752313, 59.5457683), (36.2740463, 59.5421943), (36.2727759, 59.5384071), (36.2777989, 59.5548083), (36.2773747, 59.5548136), (36.2766051, 59.5549093), (36.2851098, 59.5564823), (36.2859054, 59.5563767), (36.2777989, 59.5548083)]"
دانشگاه,17,0,199,54,0,4,3,195,3,77.78,"[(36.2993095, 59.52369), (36.3007386, 59.5346546), (36.3017103, 59.5374982), (36.2993095, 59.52369), (36.3028505, 59.5374039), (36.302055, 59.5374092), (36.3017103, 59.5374982), (36.3145892, 59.5405099), (36.315082, 59.540596), (36.3123598, 59.5398527), (36.3028505, 59.5374039), (36.319233, 59.5276973), (36.315082, 59.540596), (36.315455, 59.5398959), (36.319233, 59.5276973), (36.3047343, 59.51269), (36.3122096, 59.5224506), (36.3155639, 59.5259079), (36.319233, 59.5276973), (36.3132708, 59.5193124), (36.310729, 59.5159489), (36.3064645, 59.5136154), (36.3047343, 59.51269), (36.3047343, 59.51269), (36.3013254, 59.5193942), (36.2993095, 59.52369), (36.2997453, 59.5229092), (36.3047343, 59.51269)]"
موعود,0,0,3,220,0,0,0,5,1,44.44,"[(36.2625469, 59.6762833), (36.2653703, 59.6829915), (36.2664192, 59.6854109), (36.2668668, 59.6861538), (36.2693797, 59.6903113), (36.2697884, 59.690894), (36.2704218, 59.6915732), (36.2627156, 59.6764617), (36.2625469, 59.6762833), (36.2750014, 59.6841268), (36.2738344, 59.6858883), (36.2732019, 59.6869196), (36.2715782, 59.6896166), (36.2704218, 59.6915732), (36.2750014, 59.6841268), (36.2660645, 59.6676452), (36.2683925, 59.674741), (36.2695473, 59.6772341), (36.2736549, 59.6828949), (36.2746987, 59.6838569), (36.2750014, 59.6841268), (36.274029, 59.6821117), (36.2731489, 59.6802986), (36.2667349, 59.6682474), (36.2663046, 59.6678424), (36.2660645, 59.6676452), (36.2660645, 59.6676452), (36.2649259, 59.6704334), (36.2625469, 59.6762833), (36.2660645, 59.6676452)]"
مصطفی خمینی,1,0,16,72,0,0,0,2,0,44.44,"[(36.2572374, 59.6245872), (36.2447073, 59.6523664), (36.2472589, 59.6579812), (36.2579202, 59.6427186), (36.2584047, 59.6417101), (36.2580623, 59.6260974), (36.2572374, 59.6245872), (36.2580623, 59.6260974), (36.2591417, 59.6424472), (36.2593839, 59.6442282), (36.2600998, 59.6464491), (36.2582247, 59.6271372), (36.2580623, 59.6260974), (36.2600998, 59.6464491), (36.2581413, 59.6479988), (36.2496216, 59.6553275), (36.2472589, 59.6579812), (36.2477126, 59.6576232), (36.255493, 59.6506758), (36.2600998, 59.6464491)]"
شیرودی,0,0,7,65,0,0,0,0,0,22.22,"[(36.2756983, 59.6297181), (36.2696522, 59.6362218), (36.2706383, 59.6351865), (36.274295, 59.6312812), (36.2756983, 59.6297181), (36.2708723, 59.6258223), (36.2718157, 59.6267362), (36.2720547, 59.6269239), (36.2756983, 59.6297181), (36.2747523, 59.6283603), (36.2744312, 59.6279941), (36.2741771, 59.6278091), (36.2708723, 59.6258223), (36.2708723, 59.6258223), (36.2651845, 59.6296753), (36.2641699, 59.6314564), (36.2668236, 59.6311521), (36.2692591, 59.628483), (36.2708723, 59.6258223), (36.2641699, 59.6314564), (36.2696522, 59.6362218), (36.2657855, 59.6328449), (36.2641699, 59.6314564)]"
چهنو,1,0,11,90,0,0,0,5,0,44.44,"[(36.2765014, 59.6173075), (36.2760721, 59.6175185), (36.2739972, 59.6191335), (36.2708723, 59.6258223), (36.2765014, 59.6173075), (36.2765014, 59.6173075), (36.2766674, 59.6183165), (36.2767591, 59.618582), (36.2775513, 59.6200627), (36.2777471, 59.6203358), (36.2812779, 59.6238701), (36.2765014, 59.6173075), (36.2812779, 59.6238701), (36.2807234, 59.6243772), (36.2773633, 59.6278533), (36.2756983, 59.6297181), (36.2790326, 59.6262306), (36.2812779, 59.6238701), (36.2708723, 59.6258223), (36.2718157, 59.6267362), (36.2720547, 59.6269239), (36.2756983, 59.6297181), (36.2747523, 59.6283603), (36.2744312, 59.6279941), (36.2741771, 59.6278091), (36.2708723, 59.6258223)]"
کارمندان دوم,0,0,16,92,1,0,0,10,0,44.44,"[(36.27692, 59.6407552), (36.2767341, 59.6411034), (36.2764914, 59.6416641), (36.2702972, 59.6571442), (36.27692, 59.6407552), (36.2696522, 59.6362218), (36.27692, 59.6407552), (36.2766411, 59.6403256), (36.2696522, 59.6362218), (36.2696522, 59.6362218), (36.2600998, 59.6464491), (36.2658958, 59.6402532), (36.2696522, 59.6362218), (36.2600998, 59.6464491), (36.2615034, 59.6494156), (36.2627232, 59.6509391), (36.2632487, 59.651446), (36.2600998, 59.6464491), (36.2632487, 59.651446), (36.2640013, 59.6520951), (36.2696803, 59.6567729), (36.2702972, 59.6571442), (36.2632487, 59.651446)]"
محمد آباد,1,0,23,79,0,1,0,4,1,66.67,"[(36.2696522, 59.6362218), (36.2600998, 59.6464491), (36.2658958, 59.6402532), (36.2696522, 59.6362218), (36.2641699, 59.6314564), (36.2696522, 59.6362218), (36.2657855, 59.6328449), (36.2641699, 59.6314564), (36.2580623, 59.6260974), (36.2594811, 59.6275243), (36.2641699, 59.6314564), (36.260662, 59.6283504), (36.2580623, 59.6260974), (36.2580623, 59.6260974), (36.2591417, 59.6424472), (36.2593839, 59.6442282), (36.2600998, 59.6464491), (36.2582247, 59.6271372), (36.2580623, 59.6260974)]"
حسین آباد,0,0,55,271,1,1,0,15,1,66.67,"[(36.2788683, 59.6555498), (36.2780805, 59.6556277), (36.2702972, 59.6571442), (36.2713087, 59.6575347), (36.2725002, 59.6577036), (36.2880812, 59.6590606), (36.2801267, 59.6557188), (36.2788683, 59.6555498), (36.293476, 59.6458698), (36.2915236, 59.6477341), (36.2910321, 59.6483637), (36.2908283, 59.6487086), (36.2900147, 59.6502771), (36.2894731, 59.6524839), (36.2880812, 59.6590606), (36.293476, 59.6458698), (36.2906592, 59.6403538), (36.2910335, 59.6417537), (36.2915748, 59.6428395), (36.293476, 59.6458698), (36.2906592, 59.6403538), (36.2817267, 59.6387894), (36.2845602, 59.6430722), (36.2892972, 59.6410847), (36.2903338, 59.6406354), (36.2906592, 59.6403538), (36.2817267, 59.6387894), (36.2817267, 59.6387894), (36.2779898, 59.6402733), (36.27692, 59.6407552), (36.2817267, 59.6387894), (36.27692, 59.6407552), (36.2767341, 59.6411034), (36.2764914, 59.6416641), (36.2702972, 59.6571442), (36.27692, 59.6407552)]"
رضاییه,0,0,13,72,0,0,0,3,0,33.33,"[(36.2817267, 59.6387894), (36.2779898, 59.6402733), (36.27692, 59.6407552), (36.2817267, 59.6387894), (36.2894972, 59.6358306), (36.2849634, 59.6375535), (36.2817267, 59.6387894), (36.2862196, 59.6371284), (36.2888129, 59.6361212), (36.2894972, 59.6358306), (36.2924812, 59.6310097), (36.2898251, 59.6335471), (36.2893688, 59.6343697), (36.2892256, 59.6348052), (36.2894972, 59.6358306), (36.2924812, 59.6310097), (36.2891431, 59.630525), (36.2924812, 59.6310097), (36.2918053, 59.6309105), (36.2891431, 59.630525), (36.2864575, 59.6293681), (36.2866933, 59.6297017), (36.2868402, 59.6298749), (36.2872324, 59.6301699), (36.2876325, 59.6303236), (36.2891431, 59.630525), (36.2864575, 59.6293681), (36.2864575, 59.6293681), (36.2774844, 59.6399259), (36.27692, 59.6407552), (36.2813851, 59.6359134), (36.2845072, 59.6323299), (36.2850867, 59.631654), (36.2864575, 59.6293681)]"
سجادیه,0,0,17,30,0,0,0,3,0,33.33,"[(36.2817267, 59.6387894), (36.2845602, 59.6430722), (36.2892972, 59.6410847), (36.2903338, 59.6406354), (36.2906592, 59.6403538), (36.2817267, 59.6387894), (36.2894972, 59.6358306), (36.2906592, 59.6403538), (36.290371, 59.6391142), (36.2894972, 59.6358306), (36.2894972, 59.6358306), (36.2849634, 59.6375535), (36.2817267, 59.6387894), (36.2862196, 59.6371284), (36.2888129, 59.6361212), (36.2894972, 59.6358306)]"
جلالیه,0,0,14,23,0,2,4,6,0,55.56,"[(36.2864575, 59.6293681), (36.2774844, 59.6399259), (36.27692, 59.6407552), (36.2813851, 59.6359134), (36.2845072, 59.6323299), (36.2850867, 59.631654), (36.2864575, 59.6293681), (36.2815723, 59.6241526), (36.2812767, 59.6248211), (36.27692, 59.6407552), (36.279049, 59.6347421), (36.2815723, 59.6241526), (36.2815723, 59.6241526), (36.2864575, 59.6293681), (36.2854104, 59.6276522), (36.2848448, 59.6269173), (36.2843413, 59.6264097), (36.2830539, 59.6252507), (36.2815723, 59.6241526)]"
حجاب,0,0,23,79,0,0,0,22,1,44.44,"[(36.380253, 59.5148767), (36.3757116, 59.5184514), (36.3704875, 59.5225927), (36.3679822, 59.5245977), (36.3787393, 59.5160964), (36.380253, 59.5148767), (36.3741481, 59.5042625), (36.380253, 59.5148767), (36.3783402, 59.5097732), (36.3779322, 59.5087333), (36.3766176, 59.506815), (36.3759099, 59.5059486), (36.3741481, 59.5042625), (36.3741481, 59.5042625), (36.3648979, 59.5115983), (36.3720619, 59.5059845), (36.3741481, 59.5042625), (36.3648979, 59.5115983), (36.3679822, 59.5245977), (36.3657435, 59.5150705), (36.3648979, 59.5115983)]"
ادیب نیشابوری,0,1,37,73,0,0,0,9,0,44.44,"[(36.3648979, 59.5115983), (36.3679822, 59.5245977), (36.3657435, 59.5150705), (36.3648979, 59.5115983), (36.3679822, 59.5245977), (36.3660988, 59.5260474), (36.363589, 59.527992), (36.3679822, 59.5245977), (36.3591395, 59.5174187), (36.3591482, 59.5184863), (36.3592432, 59.5190871), (36.3593447, 59.519476), (36.3594851, 59.5198354), (36.359673, 59.5202512), (36.363589, 59.527992), (36.3591395, 59.5174187), (36.3648979, 59.5115983), (36.3645113, 59.5118988), (36.3642565, 59.5121536), (36.3591395, 59.5174187), (36.3625177, 59.5148371), (36.3627488, 59.5146064), (36.3630037, 59.5142913), (36.3648979, 59.5115983)]"
نرگس,0,0,47,42,0,0,0,2,0,33.33,"[(36.3466136, 59.4879713), (36.3468934, 59.4883087), (36.352145, 59.4881223), (36.3466136, 59.4879713), (36.3515639, 59.4818687), (36.352145, 59.4881223), (36.3521342, 59.4867182), (36.352117, 59.4848513), (36.3519614, 59.4835424), (36.3515639, 59.4818687), (36.3466893, 59.476801), (36.3515639, 59.4818687), (36.3512183, 59.4809675), (36.350648, 59.4798946), (36.3496975, 59.4787144), (36.3486432, 59.4777059), (36.347468, 59.4769978), (36.3466893, 59.476801), (36.3466893, 59.476801), (36.3466136, 59.4879713), (36.3466668, 59.4834177), (36.3466893, 59.476801)]"
فرهنگیان,0,0,39,89,0,2,0,20,4,55.56,"[(36.3520694, 59.501591), (36.3593004, 59.5075308), (36.3592583, 59.5065973), (36.3591223, 59.5056211), (36.3590391, 59.5051919), (36.3589257, 59.5047802), (36.3586923, 59.5042128), (36.3585012, 59.5038119), (36.3582744, 59.5034458), (36.3579796, 59.5030729), (36.3574838, 59.5025942), (36.3571134, 59.5023769), (36.3564805, 59.5020443), (36.3559361, 59.5018861), (36.3551239, 59.5018083), (36.3520694, 59.501591), (36.3646004, 59.5037126), (36.3593004, 59.5075308), (36.3620987, 59.5070708), (36.3623654, 59.506993), (36.3628039, 59.5067087), (36.3638709, 59.5058678), (36.3641204, 59.5056345), (36.3643569, 59.5053207), (36.3645016, 59.5050149), (36.364575, 59.5046407), (36.3646004, 59.5037126), (36.3562385, 59.4878393), (36.3646004, 59.5037126), (36.3645913, 59.5033761), (36.3644972, 59.5028946), (36.3643439, 59.5024654), (36.3641053, 59.5019585), (36.3571512, 59.4887473), (36.3562385, 59.4878393), (36.3562385, 59.4878393), (36.352145, 59.4881223), (36.3552632, 59.4880392), (36.3562385, 59.4878393), (36.352145, 59.4881223), (36.3520694, 59.501591), (36.3522725, 59.4944429), (36.352145, 59.4881223)]"
شهرک لشکر,2,0,104,110,0,3,0,13,5,66.67,"[(36.3562385, 59.4878393), (36.3646004, 59.5037126), (36.3645913, 59.5033761), (36.3644972, 59.5028946), (36.3643439, 59.5024654), (36.3641053, 59.5019585), (36.3571512, 59.4887473), (36.3562385, 59.4878393), (36.3711138, 59.500207), (36.3646004, 59.5037126), (36.366897, 59.5035582), (36.368967, 59.5033935), (36.3711138, 59.500207), (36.3653953, 59.4914132), (36.3675501, 59.4950656), (36.3688072, 59.4969599), (36.3711138, 59.500207), (36.3653953, 59.4914132), (36.3597993, 59.479904), (36.362208, 59.4857312), (36.3628775, 59.4872577), (36.3653953, 59.4914132), (36.3597993, 59.479904), (36.3597993, 59.479904), (36.359187, 59.4809541), (36.3583802, 59.4824709), (36.3573834, 59.4843659), (36.3559394, 59.487154), (36.3562385, 59.4878393), (36.3597993, 59.479904)]"
سید رضی,0,0,17,91,0,5,0,6,1,55.56,"[(36.3282904, 59.5284507), (36.3288479, 59.5286733), (36.3382147, 59.5312804), (36.3378539, 59.5311382), (36.3282904, 59.5284507), (36.3409046, 59.5139748), (36.3382147, 59.5312804), (36.3383162, 59.530744), (36.3407231, 59.5173007), (36.3408009, 59.5167267), (36.3409046, 59.5139748), (36.3336178, 59.5120195), (36.3409046, 59.5139748), (36.334924, 59.5123373), (36.3336178, 59.5120195), (36.3336178, 59.5120195), (36.3282904, 59.5284507), (36.3298473, 59.5237246), (36.3330517, 59.5137843), (36.3336178, 59.5120195)]"
اکبرآباد,3,0,14,87,0,0,0,9,0,44.44,"[(36.4443383, 59.4555531), (36.4308475, 59.4725346), (36.4301655, 59.473865), (36.4387282, 59.4641018), (36.443786, 59.4566667), (36.4443383, 59.4555531), (36.4363934, 59.4455033), (36.4224365, 59.4609926), (36.4301655, 59.473865), (36.4443383, 59.4555531), (36.4363934, 59.4455033)]"
فردوسی,8,0,11,42,0,0,0,2,0,44.44,"[(36.4846993, 59.4835784), (36.4727507, 59.5065491), (36.4707438, 59.5105571), (36.4633881, 59.5289437), (36.4782844, 59.5001211), (36.4830272, 59.4897606), (36.4846993, 59.4835784), (36.4633881, 59.5289437), (36.4752083, 59.5420114), (36.4676505, 59.5314971), (36.4633881, 59.5289437), (36.490408, 59.5251671), (36.4752083, 59.5420114), (36.478176, 59.5465819), (36.4845941, 59.5386211), (36.490408, 59.5251671), (36.4846993, 59.4835784), (36.490408, 59.5251671), (36.4944791, 59.5175067), (36.4989467, 59.5010702), (36.4846993, 59.4835784)]"
چهاربرج,6,0,5,121,0,0,0,4,0,44.44,"[(36.4612137, 59.4562236), (36.4846993, 59.4835784), (36.4826619, 59.4800202), (36.4796598, 59.4752566), (36.4728099, 59.467961), (36.4612137, 59.4562236), (36.4612137, 59.4562236), (36.4489087, 59.4885505), (36.4450245, 59.508516), (36.4481788, 59.5000454), (36.4612137, 59.4562236), (36.4450245, 59.508516), (36.4485284, 59.5154253), (36.4522393, 59.522721), (36.4594879, 59.5299093), (36.4633881, 59.5289437), (36.4450245, 59.508516), (36.4846993, 59.4835784), (36.4727507, 59.5065491), (36.4707438, 59.5105571), (36.4633881, 59.5289437), (36.4782844, 59.5001211), (36.4830272, 59.4897606), (36.4846993, 59.4835784)]"
کلاته برفی,15,0,3,123,0,0,0,12,0,44.44,"[(36.4443383, 59.4555531), (36.4308475, 59.4725346), (36.4301655, 59.473865), (36.4387282, 59.4641018), (36.443786, 59.4566667), (36.4443383, 59.4555531), (36.4301655, 59.473865), (36.4301439, 59.4925515), (36.4315251, 59.4971863), (36.4398114, 59.5059625), (36.4450245, 59.508516), (36.4342009, 59.4759593), (36.4301655, 59.473865), (36.4612137, 59.4562236), (36.4489087, 59.4885505), (36.4450245, 59.508516), (36.4481788, 59.5000454), (36.4612137, 59.4562236), (36.4514626, 59.4453231), (36.4443383, 59.4555531), (36.4612137, 59.4562236), (36.4514626, 59.4453231)]"
